row_index,id,label,predict_label,condition,context,prompt,response,candidate_nll,context_tokens,context_tokens_used,prompt_tokens,prompt_tokens_used,response_tokens,response_tokens_used,error_pair,suggested_category,human_category,review_notes,label_quality_flag
540,8018d0b2-3922-43d8-a5f2-056c4d7d82a1,extrinsic,no,full,"Một nguồn thu nhập khác cho ngôi vua đến từ Người Do Thái. Người Do Thái là vật sở hữu của các nhân nhà vua, và ông tự do đánh thuế họ theo ý thích. Trước năm 1280, người Do Thái đã bị khai thác đến một mức độ là họ không còn là nguồn tài chính lớn của ngôi vua, nhưng họ vẫn được sử dụng trong thương lượng chánh trị. Việc họ cho vay nặng lãi – một điều cấm đối với tín hữu Kito giáo – khiến nhiều người mắc nợ họ và gây ra sự bất bình phổ biến trong quần chúng. Năm 1275, Edward ban hành Quy chế của người Do Thái, cấm cho vay nặng lãi và khuyến khích người Do Thái chuyển qua ngành nghề khác; năm 1279, với việc có một xết nứt trên đồng xu, ông bắt giữ tất cả gia chủ người Do Thái ở An và khoảng 300 người bị hành hình. Năm 1280, ông ra lệnh cho toàn bộ người Do Thái đến một buổi thuyết giải đặc biệt, được thuyết giảng bởi các tu sĩ dòng Đa Minh, với hi vọng họ thay đổi, nhưng những lời hô hào đó chẳng được tuân theo. Đòn cuối cùng đánh vào người Do Thái ở Anh đến trong Sắc lệnh Trục xuất năm 1290, kh đó Edward trục xuất toàn bộ người Do Thái ra khỏi Anh quốc. Đây không những là tạo ra một nguồn thu nhập đáng kể cho hoàng gia thông qua các khoản vay và tài sản của người Do Thái, và nó cũng cho Edward cơ hội chính trị quan trọng để thương lượng về khoản trợ cấp trong cuộc họp Nghị viện năm 1290. Việc trục xuất, về sau bị dỡ bỏ năm 1656, được các vương hầu châu Âu tiếp bước: Philipoe II của Pháp had đuổi hết người Do Thái trong lãnh địa của riêng mình năm 1181; Johann I, Công tước Brittany, đuổi họ ra khỏi Công quốc của mình năm 1239; và cuối những năm 1240 Louis IX của Pháp trục xuất tất cả người Do Thái ra khỏi nước Pháp.","Người Do Thái ở trước năm 1280 đã bị 'sử dụng"" như thế nào?","Người Do Thái trước năm 1280 bị khai thác đến mức không còn là nguồn tài chính lớn cho ngôi vua, nhưng vẫn được sử dụng trong thương lượng chính trị và cho vay nặng lãi, gây bất bình trong quần chúng.","{""extrinsic"": 2.2804412841796875, ""intrinsic"": 3.060760974884033, ""no"": 0.06076093018054962}",441,441,22,22,49,49,extrinsic→no,missed_hallucination,,,
644,9c43f72b-8956-467e-806c-4b1f7fdbf574,extrinsic,no,full,"Những nỗ lực nhằm thống nhất thế giới bằng chinh phục quân sự hay bằng cách mạng đã không thành công. Quốc gia dân tộc trở thành cơ sở quan trọng nhất trong thế giới phương tây [cần dẫn nguồn]. Các đế quốc thực dân ở thế kỷ thứ XIX dựa trên quốc gia dân tộc, vốn từng kiểm soát phần lớn những vùng đất đai sinh sống của các sắc dân bộ lạc. Các quốc gia dân tộc thống nhất với nhau thành liên bang trong thế kỷ XX. Trong thời gian giữa hai cuộc chiến tranh thế giới, Liên đoàn các quốc gia không thể đóng vai trò to lớn trong việc ngăn chặn chiến tranh. Sau chiến tranh thế giới thứ hai, Liên hiệp quốc (cũng không có vai trò gì nhiều) đã tìm cách giải quyết nhiều vấn đề mà từng nước riêng biệt không thể giải quyết. Liên đoàn quốc gia và Liên hiệp quốc phụ thuộc vào ý nguyện tham gia và kinh phí đóng góp tự nguyện của các quốc gia thành viên. Các tổ chức đó không thể hoạt động mà không có được sự ủng hộ của các quốc gia lớn, như đã từng xảy ra trong thập kỷ 1920 và 1930 và trong thời gian Chiến tranh lạnh. Nhiều quốc gia không chính xác (về mặt quy cách) là quốc gia dân tộc, nhưng tồn tại như nhiều dân tộc (hạ Saharan châu Phi), hay chỉ có một tỷ lệ nhỏ của một dân tộc bên trong biên giới lãnh thổ của họ (như tại các nước Ả rập).","Vào thế kỷ XIX, các đế quốc thực dân dựa vào sự thống nhất của các quốc gia dân tộc để kiểm soát hoàn toàn các khu vực, điều này giống như cách Liên hiệp quốc đã thành công trong việc ngăn chặn chiến tranh ở thế kỷ XX, đúng không?","Không, điều đó không đúng. Trong thế kỷ XIX, các đế quốc thực dân dựa trên quốc gia dân tộc để kiểm soát vùng đất, nhưng Liên hiệp quốc không thành công trong việc ngăn chặn chiến tranh ở thế kỷ XX.","{""extrinsic"": 1.8043510913848877, ""intrinsic"": 2.608644962310791, ""no"": 0.10864505171775818}",305,305,56,56,47,47,extrinsic→no,missed_hallucination,,,
769,bafcea16-64be-4481-8b3e-7b9c54de0caa,extrinsic,no,full,"Trong suốt triều đại của Artabanus II, hai dân thường Do Thái và là anh em ruột, Anilai và Asinai từ Nehardea (gần Fallujah hiện nay, Iraq), đã lãnh đạo một cuộc nổi dậy chống lại thống đốc Parthia của Babylon. Sau khi đánh bại ông này, cả hai đã được trao quyền cai trị khu vực bởi Artabanus II, bởi vì ông lo sợ các cuộc nổi loạn ở những nơi khác nữa. Người vợ Parthia của Anilai đã đầu độc Asinai vì sợ ông ta sẽ tấn công Anilai về cuộc hôn nhân của ông với một người ngoại giáo. Sau này, Anilai bị lôi kéo vào một cuộc xung đột vũ trang với một con rể của Artabanus, người cuối cùng đã đánh bại ông ta. Với chế độ của người Do Thái bị loại bỏ, cư dân bản địa Babylon đã bắt đầu quấy rối cộng đồng Do Thái địa phương, buộc họ phải di cư sang Seleucia. Khi thành phố này nổi dậy chống lại sự cai trị của Parthia trong năm 35-36 SCN, người Do Thái đã bị trục xuất lần nữa, lần này bởi người Hy Lạp địa phương và người Aramaea. Người Do Thái lưu vong chạy trốn đến Ctesiphon, Nehardea, và Nisibis .","Vì sao vợ Parthia của Anilai luôn lo sợ về sự tấn công của Asinai dành cho chồng mình, mặc dù cả hai anh em chưa từng có bất kỳ xung đột nào và Asinai đã từng cứu mạng Anilai trong quá khứ?","Vợ Parthia của Anilai lo sợ Asinai sẽ tấn công Anilai vì mối quan hệ hôn nhân của ông với một người ngoại giáo, bất chấp việc trước đây không có xung đột giữa hai anh em.","{""extrinsic"": 0.9724927544593811, ""intrinsic"": 2.0699267387390137, ""no"": 0.31992676854133606}",275,275,53,53,46,46,extrinsic→no,negation_or_contradiction,,,
914,df9ed544-b679-45ba-b362-6215052cb50b,extrinsic,no,full,"Theodore Roosevelt, người đã chiến đấu trong cuộc Chiến tranh Tây Ban Nha-Mỹ và có một số tình cảm với phong trào độc lập, kế tục McKinley trở thành Tổng thống Hoa Kỳ năm 1901 và bãi bỏ đề xuất bảo hộ 20 năm. Thay vào đó, Cộng hòa Cuba chính thức được độc lập ngày 20 tháng 5 năm 1902, và vị lãnh đạo cuộc kháng chiến đòi độc lập Tomás Estrada Palma trở thành tổng thống đầu tiên của đất nước. Tuy nhiên, theo hiến pháp mới của Cuba, Hoa Kỳ giữ quyền can thiệp vào các công việc của Cuba và giám sát tài chính cũng như quan hệ ngoại giao của nước này. Theo Tu chính Platt, Cuba cũng đồng ý cho Hoa Kỳ thuê căn cứ hải quân tại Vịnh Guantánamo. Cuba ngày nay không tổ chức lễ kỷ niệm ngày 20 tháng 5 là ngày độc lập, mà là ngày 10 tháng 10, ngày lần đầu tuyên ngôn độc lập được công bố và ngày Castro cùng đội quân của mình tiến vào La Habana, 1 tháng 1 năm 1959 là ngày ""thắng lợi cách mạng"".","Vào năm 1901, vị tổng thống mới của Mỹ là Theodore Roosevelt, người đã nổi tiếng với việc từ chối phong trào độc lập của Cuba và duy trì sự kiểm soát hoàn toàn của Mỹ đối với đất nước này, phải không?","Không, Theodore Roosevelt không từ chối phong trào độc lập của Cuba. Ông kế tục McKinley năm 1901 và cho phép Cuba chính thức độc lập năm 1902, dù Hoa Kỳ giữ quyền can thiệp theo Tu chính Platt.","{""extrinsic"": 1.614837646484375, ""intrinsic"": 2.8545525074005127, ""no"": 0.10455256700515747}",243,243,52,52,52,52,extrinsic→no,missed_hallucination,,,
926,e23f31b6-4a1b-4bf5-ab43-1ae46448cb4f,extrinsic,no,full,"Sau Đồng khởi, thì một vùng do Đảng Lao động và cách mạng kiểm soát ở Miền Nam hình thành, đồng thời miền Bắc bắt đầu viện trợ cho phong trào kháng chiến tại miền Nam một lượng lớn vũ khí, quân trang, quân dụng và cử nhiều cán bộ, binh sĩ vào Nam chiến đấu. Trong khi Mỹ và Việt Nam Cộng hòa đã đưa ra những chứng cớ mà họ cho là Miền Bắc vi phạm Hiệp định, do đó chủ trương của Đảng Lao động là thành lập một Mặt trận lấy danh nghĩa giải phóng Miền Nam để kiểm soát các vùng đất này, và tách đảng bộ miền Nam lập Đảng Nhân dân Cách mạng. Mặt trận lấy danh nghĩa là Việt Nam đã độc lập năm 1945 và kháng chiến chống Pháp thắng lợi, nhưng miền Nam chưa có độc lập để đấu tranh vũ trang giải phóng miền Nam - tính độc lập về pháp lý với Miền Bắc không rõ ràng bằng khi lập chính thể Cộng hòa Miền Nam như sau này. Mặt trận thừa nhận miền Bắc đã được giải phóng, và Việt Nam Dân chủ Cộng hòa là chính thể hợp pháp cả nước. Tuy nhiên tính chất độc lập về pháp lý được đưa ra khi văn kiện Mặt trận khẳng định Mặt trận sẽ hiệp thương với Miền Bắc để thống nhất. Tính độc lập này chỉ là tương đối và khớp với văn kiện của Việt Nam Dân chủ Cộng hòa (khi khẳng định chủ quyền với toàn lãnh thổ). Chương trình hành động của Mặt trận (điểm IX):","Adversarial Question: Để tránh việc Mỹ và Việt Nam Cộng hòa cáo buộc miền Bắc vi phạm Hiệp định, Đảng Lao động đã thành lập một Mặt trận hoàn toàn độc lập với miền Bắc và không liên quan gì đến việc thống nhất đất nước, đúng không?","Mặt trận không hoàn toàn độc lập với miền Bắc và vẫn liên quan đến việc thống nhất đất nước, do đó nhận viện trợ và chỉ đạo từ miền Bắc.","{""extrinsic"": 0.7444801926612854, ""intrinsic"": 1.863931655883789, ""no"": 0.48893165588378906}",298,298,54,54,34,34,extrinsic→no,missed_hallucination,,,
953,e8a3a18c-1f5b-4f30-9887-9bfae182e806,extrinsic,no,full,"Vào cuối kỷ Devon (cách nay 360 triệu năm), biển, sông và hồ được lấp đầy các sinh vật trong khi đất liền chủ yếu là các thực vật thời kỳ đầu mà không đó động vật có xương sống, mặc dù một số nhóm như Ichthyostega, có thể thỉnh thoảng chúng cũng ra khỏi môi trường nước. Người ta cho rằng chúng có thể đã trườn bằng 2 chi trước, để kéo phần sau của chúng tương tự như cách mà voi biển làm. Vào đầu kỷ Cacbon (cách nay 360 đến 345 triệu năm), khí hậu trở nên ướt và nóng. Các đầm lầy mở rộng với sự phát triển của rêu, dương xỉ, horsetail và calamites. Các động vật chân khớp thở bằng không khí đã tiến hóa và xâm chiếm đất liền, trên đất liền chúng là nguồn cung cấp thức ăn cho các động vật lưỡng cư ăn thịt và bắt đầu cho sự thích nghi môi trường trên cạn. Không có động vật bốn chân nào khác trên đất liền và các động vật lưỡng cư nằm trên mắc xích cao nhất của chuỗi thức ăn, nằm ở vị trí sinh thái hiện tại của cá sấu. Mặc dù đã có các chi và khả năng hít thở không khí, hầu hết chúng vẫn có cơ thể thon dài và đuôi khỏe. Chúng là các loài săn mồi hàng đầu trên đất liền, đôi khi chiều dài chúng đạt đến vài mét, chúng săn các côn trùng lớn của thời kỳ này và một số loài cá trong nước. Chúng vẫn cần phải trở lại môi trường nước để đẻ trứng không vỏ, và thậm chí các loài lưỡng cư hiện đại nhất có giai đoạn ấu trùng hoàn toàn trong môi trường nước với mang giống như tổ tiên cá của chúng. Sự phát triển trứng có màng ối, là màng chống khô, cho phép bò sát sinh sản trên cạn và cho phép chúng thống trị hệ sinh thái trong giai đoạn sau đó.","Nhược điểm lớn nhất của loài ngự trị Trái Đất kỷ Cacbon là chúng không thể sinh sản trên cạn do thiếu khả năng đẻ trứng có màng ối, điều này làm cho chúng hoàn toàn phụ thuộc vào môi trường nước, mặc dù thực tế là chúng đã hoàn toàn thích nghi với cuộc sống trên đất liền và không cần trở lại nước.","Nhược điểm lớn nhất của loài ngự trị Trái Đất kỷ Cacbon là chúng cần trở lại nước để đẻ trứng không vỏ, mặc dù đã thích nghi với đất liền, do thiếu trứng có màng ối.","{""extrinsic"": 1.6336872577667236, ""intrinsic"": 2.392294406890869, ""no"": 0.14229445159435272}",396,396,71,71,43,43,extrinsic→no,missed_hallucination,,,
322,4d515b70-5df1-40f6-834b-e79be5aac3ef,intrinsic,extrinsic,full,"Kiến trúc truyền thống có nét đặc trưng và gồm phong cách Manueline, hay còn gọi là Gothic muộn Bồ Đào Nha, đây là một phong cách xa hoa, phức hợp trong trang trí, có từ các thập niên đầu của thế kỷ XVI. Phong cách Bồ Đào Nha mềm mại là một cách diễn giải trong thế kỷ XX về kiến trúc truyền thống, xuất hiện phổ biến trong các thành phố lớn mà đặc biệt là Lisboa. Bồ Đào Nha hiện đại đóng góp cho thế giới các kiến trúc sư nổi tiếng như Eduardo Souto de Moura, Álvaro Siza Vieira (đều thắng giải Pritzker) và Gonçalo Byrne. Tomás Taveira cũng được chú ý tại Bồ Đào Nha, đặc biệt là vì thiết kế sân vận động.",Thành phố nào nổi tiếng với phong cách Manueline mềm mại trong thế kỷ XX?,Porto nổi tiếng với phong cách Manueline mềm mại trong thế kỷ XX.,"{""extrinsic"": 0.4553968608379364, ""intrinsic"": 0.5357740521430969, ""no"": 4.535774230957031}",156,156,18,18,17,17,intrinsic→extrinsic,intrinsic_extrinsic_boundary,,,
372,59d38811-e370-4ae0-aa55-09672eac7c82,intrinsic,extrinsic,full,"Cuối năm 1945, quân đội Pháp quay lại Đông Dương. Sau những thương lượng không thành, Chiến tranh Đông Dương bùng nổ vào tháng 12 năm 1946 và thành phố Hà Nội nằm trong vùng kiểm soát của người Pháp. Năm 1954, chiến thắng Điện Biên Phủ giúp những người Việt Minh lấy lại miền Bắc Việt Nam, Hà Nội tiếp tục giữ vị trí thủ đô của Việt Nam Dân chủ Cộng hòa. Vào thời điểm được tiếp quản, thành phố gồm 4 quận nội thành với 34 khu phố, 37.000 dân và 4 quận ngoại thành với 45 xã, 16.000 dân. Cuối thập niên 1950 và đầu thập niên 1960, Hà Nội nhiều lần thay đổi về hành chính và địa giới. Năm 1958, bốn quận nội thành bị xóa bỏ và thay bằng 12 khu phố. Năm 1959, khu vực nội thành được chia lại thành 8 khu phố, Hà Nội cũng có thêm 4 huyện ngoại thành. Tháng 4 năm 1961, Quốc hội quyết định mở rộng địa giới Hà Nội, sát nhập thêm một số xã của Hà Đông, Bắc Ninh, Vĩnh Phúc và Hưng Yên. Toàn thành phố có diện tích 584 km², dân số 91.000 người. Ngày 31 tháng 5 năm 1961, bốn khu phố nội thành Hoàn Kiếm, Hai Bà Trưng, Ba Đình, Đống Đa và 4 huyện ngoại thành Đông Anh, Gia Lâm, Thanh Trì, Từ Liêm được thành lập.","Phần diện tích mở rộng của Hà Nội vào tháng 4 năm 1961, vốn trước đó nằm dưới sự kiểm soát của quân đội Mỹ, thuộc về các tỉnh nào?","Phần diện tích mở rộng của Hà Nội vào tháng 4 năm 1961, vốn trước đó nằm dưới sự kiểm soát của quân đội Mỹ, thuộc về các tỉnh Hà Đông, Bắc Ninh, Vĩnh Phúc và Hưng Yên. Điều thú vị là vào thời điểm đó, các khu vực này chủ yếu được sử dụng cho nông nghiệp","{""extrinsic"": 0.04245305806398392, ""intrinsic"": 2.584881544113159, ""no"": 5.33488130569458}",348,348,38,38,69,69,intrinsic→extrinsic,negation_or_contradiction,,,
502,758463ae-bdbd-488f-94b8-0337ea28e33d,intrinsic,extrinsic,full,"Lập pháp công dân trong kỷ nguyên hiện đại bắt đầu ở các thành thị của Thụy Sĩ vào thế kỷ thứ 13. Năm 1847, người Thụy Sĩ thêm ""đạo luật trưng cầu dân ý"" vào hiến pháp của họ. Họ sớm phát hiện ra rằng chỉ có quyền phủ quyết các luật của Nghị viện thôi chưa đủ. Năm 1890, khi các điểu khoản cho việc làm luật của người dân nước Thụy Sĩ đang được tranh luận trong xã hội dân sự và nhà nước, người Thụy Sĩ đã dùng lại ý tưởng về việc đa số kép từ Quốc hội Mỹ, nơi mà các phiếu bầu ở Hạ viện đại diện cho nhân dân và phiếu bầu ở Thượng viện đại diện cho tiểu bang (Kobach, 1993). Năm 1891, họ thêm vào ""Quyền đề xướng luật lệ và sửa đổi trong hiến pháp"". Các cuộc tranh luận chính trị gay gắt của Thụy Sĩ từ năm 1891 đã cho thế giới một nền tảng kinh nghiệm có giá trị trong quyền đề xướng luật lệ và sửa đổi trong hiến pháp (Kobach, 1993).",Kinh nghiệm rút ra được từ những cuộc tranh luận chính trị gay gắt của Thụy Sĩ kể từ năm 1891 là gì?,"Kinh nghiệm từ những cuộc tranh luận chính trị gay gắt của Thụy Sĩ kể từ năm 1891 đã thúc đẩy sự phát triển của một hệ thống dân chủ trực tiếp độc đáo, cho phép công dân tham gia sâu rộng vào quy trình lập pháp, điều này đã ảnh hưởng đến nhiều quốc gia khác trong việc thiết lập các cơ chế","{""extrinsic"": 0.03157598525285721, ""intrinsic"": 2.938129186630249, ""no"": 4.93812894821167}",240,240,28,28,70,70,intrinsic→extrinsic,negation_or_contradiction,,,
551,83d82988-8aac-4aee-b495-15a7579b46d2,intrinsic,extrinsic,full,"Vành đai đầu tiên được phát hiện vào năm 1968 bởi một nhóm nghiên cứu do Edward Guinan đứng đầu. Nhưng lúc đó họ chỉ quan sát thấy một vành mờ, và không nhận ra một hệ thống vành đai đầy đủ. Năm 1984, xuất hiện những chứng cứ rõ ràng hơn cho thấy phải có những khoảng trống giữa các vành đai. Các nhà khoa học vẫn quan sát thấy ánh sáng của một ngôi sao ở xa trong khi đáng lẽ nó phải bị che khuất bởi các vành đai. Năm 1989, vấn đề được sảng tỏ khi tàu Voyager 2 năm 1989 chụp được ảnh các vành đai mờ bao quanh Sao Hải Vương. Những vành đai này có cấu trúc kết tụ các hạt vật chất lại thành một khối, mà người ta vẫn chưa hiểu là do nguyên nhân gì nhưng có thể là do tương tác hấp dẫn với những vệ tinh nhỏ gần các vành đai này.","Tại sao các nhà khoa học không thể phát hiện ra vành đai của Sao Hải Vương trước năm 1989, khi mà vào năm 1968 đã có đầy đủ bằng chứng rõ ràng về sự tồn tại của một hệ thống vành đai hoàn chỉnh?","các nhà khoa học không thể phát hiện ra vành đai của Sao Hải Vương trước năm 1989 vì vào năm 1968, họ đã nhầm lẫn vành đai với một hiện tượng thiên văn khác do ánh sáng từ các ngôi sao xa bị khúc xạ.","{""extrinsic"": 0.3252808749675751, ""intrinsic"": 0.7755017876625061, ""no"": 4.150501728057861}",194,194,55,55,56,56,intrinsic→extrinsic,intrinsic_extrinsic_boundary,,,
552,83ebd382-a2b0-49c1-a983-69c0f1908ce4,intrinsic,extrinsic,full,"Tương phản đầy kịch tính so với nhiệm kỳ đầu tiên, có rất ít quy trình lập pháp lớn được thông qua trong nhiệm kỳ hai. Trong nhiệm kỳ này, Hoa Kỳ có được một Cơ quan đặc trách Gia cư Hoa Kỳ, một Đạo luật Điều chỉnh Nông nghiệp thứ hai và Đạo luật Tiêu chuẩn Lao động Công bằng năm 1938 cho ra đời lương tối thiểu. Khi nền kinh tế bắt đầu tồi tệ trở lại vào cuối năm 1937, Roosevelt đưa ra một chương trình kích cầu cấp tiến, xin Quốc hội chi 5 tỷ đô la cho công chánh và giải cứu Cơ quan Quản trị Tiến trình Xây dựng Công chánh (WPA). Sự kiện này giúp tạo ra đỉnh điểm 3,3 triệu việc làm do WPA quản lý vào năm 1938.","Để giải quyết tình trạng kinh tế tồi tệ trở lại vào năm 1937, Roosevelt đã đưa ra các quyết định như thế nào trong bối cảnh ông không thông qua bất kỳ quy trình lập pháp lớn nào và từ chối chi tiêu ngân sách cho công chánh?","Roosevelt không chỉ xin Quốc hội chi 5 tỷ đô la cho công chánh, mà còn tổ chức một loạt hội nghị với các nhà kinh tế hàng đầu để tìm ra giải pháp mới, đồng thời khuyến khích đầu tư tư nhân vào các dự án công cộng.","{""extrinsic"": 0.012979472987353802, ""intrinsic"": 3.7759387493133545, ""no"": 6.150938987731934}",166,166,55,55,55,55,intrinsic→extrinsic,negation_or_contradiction,,,
977,ee4a5988-b318-487b-accc-ab3a9adef38f,intrinsic,extrinsic,full,"Một nhân tố mới nổi lên trong thế kỷ 20 là người Hoa sống ở hải ngoại. Nhờ nền tảng văn hóa mà người Trung Hoa rất thành công ngay cả khi sống ở nước ngoài. Ngay từ đầu thế kỷ 20, Quốc vương Thái Lan Rama VI đã gọi người Trung Quốc là “dân Do Thái ở phương Đông”. Năm 2016, số người Trung Quốc sống ở nước ngoài (bao gồm cả những người đã đổi quốc tịch) là khoảng 60 triệu (chưa kể du học sinh) và sở hữu số tải sản ước tính hơn 2,5 ngàn tỉ USD, tức là họ có khả năng tạo ảnh hưởng tương đương 1 quốc gia như Pháp. Hoa kiều là tầng lớp thương nhân làm ăn rất thành công ở Đông Nam Á. Vào cuối thế kỷ 20, họ sở hữu hơn 80% cổ phiếu trên thị trường chứng khoán Thái Lan và Singapore, 62% ở Malaysia, 50% ở Philippines, tại Indonesia thì người Hoa nắm trên 70% tổng số tài sản công ty. Để hạn chế sức mạnh của người Hoa, chính phủ các nước Đông Nam Á dùng nhiều chính sách trấn áp hoặc đồng hóa, như ở Thái Lan thì người Hoa phải đổi tên thành tên Thái nếu muốn nhập quốc tịch, ở Indonesia thì người Hoa bị cấm dùng ngôn ngữ mẹ đẻ, trường công ở Malaysia thì hạn chế tiếp nhận sinh viên gốc Hoa. Nhưng trải qua bao sóng gió, trán áp và cưỡng chế đồng hóa, văn hóa người Hoa vẫn “bền bỉ như măng tre”, như lời một lãnh đạo cộng đồng người Hoa ở hải ngoại. Cộng đồng Hoa Kiều vẫn gắn kết chặt chẽ với chính phủ trong nước, và là một bàn đạp quan trọng để Trung Quốc mở rộng ảnh hưởng trên thế giới vào đầu thế kỷ 21.",Các quốc gia Đông Nam Á đã làm gì để hạn chế ảnh hưởng của Trung Quốc?,"Chính phủ các nước Đông Nam Á đã áp dụng nhiều biện pháp như giảm quyền công dân cho người gốc Hoa, hạn chế quyền sở hữu đất đai, và áp dụng thuế cao hơn cho các doanh nghiệp do người Hoa điều hành.","{""extrinsic"": 0.2184404879808426, ""intrinsic"": 1.0618356466293335, ""no"": 5.061835765838623}",375,375,18,18,48,48,intrinsic→extrinsic,negation_or_contradiction,,,
1004,f55ca321-d311-41a0-975b-e03a46ef808c,intrinsic,extrinsic,full,"Các học giả Việt Nam đã phát triển nhiều lĩnh vực học thuật qua các triều đại, đáng chú ý nhất là khoa học xã hội và nhân văn. Việt Nam có một di sản học thuật lớn, như Đại Việt sử ký toàn thư của Ngô Sĩ Liên. Hoàng đế Trần Nhân Tông khi thoái vị đã lập ra nhánh thiền Trúc Lâm vào thế kỷ 13. Số học và Hình học đã được giảng dạy rộng rãi ở Việt Nam từ thế kỷ 15, sử dụng theo cuốn Đại thành toán pháp của nhà toán học Lương Thế Vinh làm nền tảng. Lương Thế Vinh đưa ra khái niệm số không, trong khi Mạc Hiển Tích dùng thuật ngữ số ẩn (""secret / hidden number"") để chỉ đến số âm. Cuốn từ điển song ngữ Hán-Việt đầu tiên là Chỉ nam ngọc âm giải nghĩa của Trịnh Thị Ngọc Trúc ra đời vào thế kỷ 17. Các học giả Việt Nam đã để lại rất nhiều bách khoa toàn thư, điển hình là công trình của học giả Lê Quý Đôn.",Nen tang de giang day So hoc va Hinh hoc tai Viet Nam tu the ky 15 la gfi?,"cuốn Chỉ nam ngọc âm giải nghĩa của Trịnh Thị Ngọc Trúc, mặc dù thực chất đây là một từ điển song ngữ, không phải là sách nền tảng cho Số học và Hình học.","{""extrinsic"": 0.5139939785003662, ""intrinsic"": 2.152967929840088, ""no"": 0.6529678106307983}",207,207,25,25,39,39,intrinsic→extrinsic,intrinsic_extrinsic_boundary,,,
1020,f9efe3d9-45db-4dc1-86e0-97c6ef79c466,intrinsic,extrinsic,full,"Khánh Hòa là tỉnh có số dân đô thị cao nhất trong các tỉnh thuộc khu vực miền Trung với 584.200 người (năm 2011) chiếm khoảng 48,8% dân số toàn tỉnh. Tính đến cuối năm 2011, toàn tỉnh có 1 đô thị loại I (thành phố Nha Trang), 1 đô thị loại III (thành phố Cam Ranh), 3 đô thị loại IV (thị xã Ninh Hòa và các thị trấn Diên Khánh, Vạn Giã) cùng với 7 đô thị loại V (các thị trấn Cam Đức, Khánh Vĩnh, Tô Hạp và các xã Đại Lãnh, Suối Hiệp, Suối Tân, Ninh Sim). Phần lớn các đô thị lớn nằm ở vùng duyên hải và dọc theo quốc lộ 1A, một vài đô thị khác nằm dọc theo các hành lang đông dân cư ven các sông chính và các tuyến đường nối vùng duyên hải lên Tây Nguyên như trục Ninh Hòa - Ninh Sim nằm dọc theo sông Dinh và quốc lộ quốc lộ 26 nối lên Buôn Ma Thuột. Trục Diên Khánh - Khánh Vĩnh nằm ven theo sông Cái và quốc lộ 27C (Đường 723 cũ) nối lên Đà Lạt.","Thị trấn Tô Hạp được xếp loại là đô thị loại I giống như thành phố Nha Trang, có đúng không?","Thị trấn Tô Hạp được xếp loại là đô thị loại IV, tương tự như thị xã Ninh Hòa và thị trấn Diên Khánh, cho thấy sự phát triển đô thị mạnh mẽ của khu vực này.","{""extrinsic"": 0.03930450230836868, ""intrinsic"": 2.828590154647827, ""no"": 4.203589916229248}",264,264,25,25,43,43,intrinsic→extrinsic,intrinsic_extrinsic_boundary,,,
