id,shuffled_from_id,original_context,context
2db0803d-654b-4be1-afd4-358820db66bc,5bf1e47e-21aa-4b70-bd58-068a9aa7f79b,"Liên Xô tuyên bố họ đã 1.300 bắn hạ máy bay Liên quân và 335 MiG bị mất vào thời gian đó. Con số mất mát chính thức của Trung Hoa là 231 phi cơ bị bắn rơi trong các cuộc chiến đấu không đối không (đa số là MiG-15) và 168 mất mát khác. Con số mất mát của không quân Bắc Triều Tiên không được tiết lộ. Ước tính là họ mất khoảng 200 phi cơ trong giai đoạn đầu của cuộc chiến, và thêm 70 phi cơ sau khi Trung Hoa can thiệp. Liên Xô công bố bắn hạ 650 máy bay F-86, và Trung Hoa tuyên bố là hạ thêm 211 phi cơ F-86 nữa trong không chiến - có lẽ đây là sự thổi phồng. Theo một công bố của Hoa Kỳ vừa qua, con số phi cơ F-86 từng có mặt tại Bán đảo Triều Tiên suốt cuộc chiến tổng cộng chỉ có 674 và tổng số phi cơ F-86 mất vì nhiều lý do là khoảng 230 chiếc.","Công giáo Rôma là tôn giáo lớn lâu đời nhất tại Puerto Rico (nếu không kể những tôn giáo bản địa) và cho đến ngày nay vẫn là tôn giáo chủ yếu tại nước này. Mỗi thành phố tự trị của Puerto Rico đều có ít nhất một nhà thờ tại khu trung tâm, hay được gọi là plaza. Dưới sự cai trị của người Tây Ban Nha, Đạo Tin lành bị đàn áp nhưng lại được khuyến khích khi gia nhập nước Mỹ. Người Taino bản địa gần đây đang khôi phục lại một số truyền thống tôn giáo của họ, trong khi một số người châu Phi cũng gìn giữ những tôn giáo xa xưa của tổ tiên."
2db7d533-9d5b-496f-8c07-2db4c8d624b8,03b56636-ee1f-4613-b2e6-d2756f047c43,"Birmingham là một phố chợ cỡ trung bình vào thời kỳ trung cổ, sau đó trở nên nổi bật ở tầm quốc tế trong thế kỷ 18 khi là trọng tâm trong Khai sáng Midlands rồi cách mạng công nghiệp. Trong cách mạng công nghiệp, Birmingham đi tiên phong trong các tiến bộ toàn cầu về phát triển khoa học, kỹ thuật, và kinh tế, sản sinh hàng loạt sáng kiến giúp đặt một phần nền tảng cho xã hội công nghiệp hiện đại. Đến năm 1791, Birmingham được ca ngợi là ""thị trấn sản xuất đầu tiên trên thế giới"". Thành phố có hồ sơ kinh tế đặc trưng, với hàng nghìn xưởng nhỏ đa dạng về các ngành nghề chuyên biệt và có kỹ năng cao, khuyến khích mức độ sáng tạo và sáng kiến cao khác thường, tạo ra cơ sở kinh tế đa dạng và linh hoạt cho giai đoạn thịnh vượng công nghiệp kéo dài cho đến cuối thế kỷ 20. Động cơ hơi nước công nghiệp được phát minh tại Birmingham, đây có lẽ là sáng kiến quan trọng nhất trong lịch sử Anh Quốc. Công nghiệp hoá dẫn đến mức độ cao về tính lưu động xã hội, nuôi dưỡng một nền văn hoá cấp tiến chính trị có cơ sở đại chúng, khiến thành phố có được ảnh hưởng chính trị lớn nhất trong số các địa phương ngoài Luân Đôn, và có vai trò then chốt trong phát triển dân chủ tại Anh Quốc. Trong Chiến tranh thế giới thứ hai, Birmingham bị Không quân Đức oanh tạc ác liệt. Thiệt hại về cơ sở hạ tầng do chiến tranh, cộng thêm chính sách phá đổ và xây mới của những nhà lập kế hoạch đã dẫn đến tái phát triển quy mô lớn trong các thập niên sau.","Giám mục Roma được gọi là Giáo hoàng, và Roma là nơi quan trọng từ thời kỳ đầu của Cơ Đốc giáo do hai tông đồ Pedro và Paulo tử đạo tại đây. Các giám mục của Roma cũng được nhìn nhận là những người kế thừa của Pedro. Thành phố do đó tăng tầm quan trọng với vị thế là trung tâm của Giáo hội Công giáo. Sau khi Đế quốc Tây La Mã sụp đổ vào năm 476, Roma ban đầu nằm dưới quyền kiểm soát của Odoacer và sau đó là bộ phận của Vương quốc Ostrogoth trước khi qua tay Đông La Mã sau Chiến tranh Gothic (535-554), song cuộc chiến này tàn phá thành phố. Dân số Roma suy giảm từ hơn một triệu vào năm 210 xuống 500.000 vào năm 273 và còn 35.000 sau Chiến tranh Gothic, làm giảm quy mô thành phố còn một nhóm các toà nhà có người ở nằm rải rác trên một khu vực lớn các tàn tích và vườn tược."
2ea075e3-d552-4ed5-ab24-5d577e97873a,512e2f8e-428e-4f95-8988-50a6793987ac,"Đương thời, Đại Hán bị phân chia thành các thế lực: Tào Tháo (曹操) ở Duyện Châu; Viên Thiệu ở Hà Bắc; Viên Thuật (袁術) ở Hoài Nam; Tôn Sách (孙策) ở Giang Đông; Lưu Biểu (孫策) ở Kinh Châu và Lưu Yên (劉焉) ở Ích Châu. Các sứ quân này đều dùng binh đao chiến đấu với nhau, riêng Tào Tháo nổi lên nắm quyền trong triều, rước Hán Hiến Đế về Hứa Xương, lập triều đình ở đấy, với ý định Hiệp thiên tử dĩ lệnh chư hầu (挾天子以令諸侯), kèm chặt Thiên tử để lệnh các chư hầu thuần phục. Với lợi thế đó, Tào Tháo dần tiêu diệt các phe cánh nhỏ, sau trận Quan Độ tiêu diệt được đại địch là Viên Thiệu, Tào Tháo cơ bản đã thống nhất được miền Bắc Trung Nguyên.","Để giải quyết vấn đề giao thông đô thị, Thành phố Hồ Chí Minh đang đầu tư cho hệ thống giao thông công cộng. Hiện nay Thành phố có 3.250 xe buýt và 8.000 xe taxi, mỗi năm chỉ đáp ứng khoảng 6,2% nhu cầu đi lại. Trong đó, hệ thống xe buýt được phục hồi từ năm 2002 đóng vai trò chủ đạo của Thành phố. Mặc dù được đầu tư nâng cấp cơ sở vật chất và trợ giá trên hầu hết các tuyến, mạng lưới này chưa đem lại hiệu quả cao, 65% tuyến trùng lặp. Cùng mạng lưới xe buýt, dự án tàu điện ngầm Thành phố Hồ Chí Minh cũng được đang tiến hành. Theo dự kiến, thành phố sẽ có bốn tuyến, tổng chiều dài 54 km, 6 đường rày và 22 nhà ga. Dự kiến đến năm 2018, tuyến metro đầu tiên sẽ đi vào hoạt động."
2f44f095-6680-4685-96a5-c66cdc94fdff,51ce0621-3c3a-40a9-9173-5380f19ed45b,"Pyrit thông thường hay bị nhầm lẫn với khoáng vật marcasit, mà tên gọi của nó có nguồn gốc từ tiếng Ả Rập để chỉ pyrit, do các đặc trưng tương tự của chúng. Marcasit là dạng đa hình của pyrit, nghĩa là nó có cùng một công thức như pyrit nhưng khác về cấu trúc và vì thế khác biệt về hình dáng tinh thể và tính đối xứng. Tuy nhiên, trạng thái ôxi hóa hình thức là giống như trong pyrit do các nguyên tử lưu huỳnh xuất hiện trong các cặp tương tự như persulfua. Marcasit/pyrit có lẽ là cặp đa hình phổ biến bậc nhất chỉ sau cặp kim cương/graphit (than chì). Bề ngoài của marcasit có ánh bạc nhiều hơn một chút.","Thực vật có phôi đã phát triển và tiến hóa từ tảo lục; cả hai được gọi tổng thể như là thực vật xanh (Viridaeplantae). Giới thực vật (Plantae) hiện nay thông thường được chọn lựa sao cho nó là một nhóm đơn ngành, như chỉ ra trên đây. Với một ít ngoại lệ trong nhóm tảo lục, tất cả các dạng này đều có màng tế bào chứa xenluloza và lạp lục chứa các chất diệp lục a và b, và lưu trữ nguồn thức ăn dưới dạng tinh bột. Chúng trải qua sự phân bào có tơ khép kín mà không có các trung thể, và thông thường có các ti thể với các nếp màng trong thể sợi hạt phẳng."
3082d648-461e-4d10-be6a-e6e8692ca661,774c2dc3-a0cf-41b3-92ba-1f35aaf1a7e4,"Theo báo cáo của tổ chức y tế thế giới (WHO), Hoa Kỳ là quốc gia có mức chi tiêu cho sức khoẻ trên thu nhập bình quân đầu người (7.146 đô la), và tính trên (15,2%), cao hơn bất kỳ một quốc gia nào khác năm 2008. Năm 2010, Cục dân số Mỹ thống kê có 49,9 triệu người hoặc 16,3% tổng dân số không có bảo hiểm sức khoẻ. Trong số đó, 18,3 triệu người có mức thu nhập hộ gia đình hàng năm từ 50.000 đô la trở lên, 9,5 triệu người có mức thu nhập từ 75.000 đô la trở lên, 16,2 triệu người có mức thu nhập ít hơn 25.000 đô la, 27,2 triệu người dưới 35 tuổi, và 9,7 triệu người không phải công dân Mỹ. Cục dân số cho rằng báo cáo này thậm chí chưa nêu hết tình trạng bao phủ của bảo hiểm sức khoẻ. Lấy ví dụ, một báo cáo kiểm soát chất lượng cho thấy 16,9% người dân tham gia chương trình bảo hiểm Medicaid sai quy định đang ở tình trạng không được bảo hiểm. Phân tích cũng chỉ ra hàng triệu người không được bảo hiểm đủ điều kiện tham gia các chương trình giống như Medicaid nhưng đã không đăng ký hoặc để cho hợp đồng hết hạn. Theo các Bác sỹ của Chương trình sức khoẻ quốc gia, việc thiếu bảo hiểm này đã dẫn đến gần 48.000 trường hợp tử vong không cần thiết hàng năm. Phương pháp suy luận trên đã bị John C. Goodman chỉ trích vì nó không tính tới nguyên nhân trực tiếp của tử vong hoặc theo dõi tình trạng bảo hiểm thay đổi theo thời gian, bao gồm cả thời điểm tử vong. Nghiên cứu năm 2009 bởi cựu cố vấn chính sách cho tổng thống Bill Clinton, Richard Kronick đã tìm ra không có sự tăng lên về tử vong liên quan đến việc không được bảo hiểm sau khi các nhân tố rủi ro nhất định được kiểm soát.","Năm 1498, Vasco da Gama đến được Ấn Độ và đem lại thịnh vượng kinh tế cho Bồ Đào Nha, giúp khởi đầu Phục hưng Bồ Đào Nha. Năm 1500, Pedro Álvares Cabral khám phá Brasil và yêu sách khu vực này cho Bồ Đào Nha. Mười năm sau, Afonso de Albuquerque chinh phục Goa tại Ấn Độ, cùng Muscat và Ormuz tại khu vực eo biển Ba Tư, và Malacca tại Viễn Đông. Do đó, đế quốc này nắm quyền chi phối về thương mại tại Ấn Độ Dương và Nam Đại Tây Dương. Các thuỷ thủ Bồ Đào Nha cũng đi đến Đông Á, tới các địa điểm như Đài Loan, Nhật Bản, đảo Timor và quần đảo Maluku."
311dcb3f-3a86-4166-9bc8-e4e5c0728903,b8db0e54-2cc6-4583-8695-39640d514c8f,"Các khoáng vật chứa terbi thô nghiền nát được xử lý bằng axít sulfuric đặc nóng để tạo ra sulfat hòa tan trong nước của các kim loại đất hiếm. Nước lọc có tính axít được trung hòa một phần bằng NaOH tới khi pH đạt giá trị 3-4. Thori kết tủa khỏi dung dịch dưới dạng hiđrôxít và bị loại bỏ. Sau đó dung dịch được xử lý bằng oxalat ammoni để chuyển đổi các kim loại đất hiếm thành các dạng oxalat không hòa tan của chúng. Các oxalat được chuyển hóa thành các ôxít nhờ ủ. Các ôxít được hòa tan trong axít nitric để tiếp tục loại bỏ một trong các thành phần chính là xeri, do ôxít của nó không hòa tan trong HNO3. Terbi được tách ra ở dạng muối kép với nitrat ammoni bởi sự kết tinh.","Quan hệ giữa Parthia và vương quốc Hy Lạp-Bactria trở nên xấu đi sau khi Diodotus II bị lật đổ, khi đó Mithridates xâm chiếm hai tỉnh của vương quốc này, khi đó đang nằm dưới sự cai trị của vua Eucratides I (cai trị: 170-145 trước Công nguyên). Tiếp đó Mithridates chuyển sự chú ý của mình tới các vùng đất của vương quốc Seleukos, ông xua quân xâm lược xứ Media và chiếm đóng thành Ecbatana trong năm 148 hoặc 147 trước Công nguyên; khu vực này gần đây đã mất ổn định sau khi nhà Seleukos đàn áp một cuộc nổi loạn do Timarchus dẫn đầu. Thắng lợi này được tiếp nối bằng việc chiếm đóng thành Babylon ở vùng Lưỡng Hà, và tại đây vào năm 141 trước Công nguyên, Mithridates đã ban hành những tiền xu của mình được đúc tại Seleucia, cố đô của Seleukos. Trong khi Mithridates quay trở về an dưỡng tại Hyrcania, quân đội của ông đã chinh phục các vương quốc Elymais và Characene, đồng thời chiếm được thành Susa. Vào khoảng thời này, Parthia còn mở rộng quyền lực xa về phía đông tới tận sông Indus."
314beff4-e229-47f8-a034-c2d778ebbbf9,954982d9-4cf1-4cf5-bed1-7b12627c9842,"Ngày 16 tháng 6 năm 1953, sau một quota sản xuất tăng 10% công nhân xây dựng đại lộ mới ở Đông Berlin, Stalinallee (ngày nay được gọi là Karl-Marx-Allee), những cuộc tuần hành của các công nhân bất bình nổ ra ở Đông Berlin. Ngày hôm sau những cuộc biểu tình phản kháng lan khắp Đông Đức với hơn một triệu người đình công và biểu tình trong 700 cộng đồng. Lo sợ một cuộc bạo động, chính phủ yêu cầu quân đội chiếm đóng Xô viết trợ giúp và vào buổi sáng ngày 18 xe tăng cùng binh sĩ được triển khai trấn áp những người biểu tình. Nhưng bạo động vẫn nổ ra, làm khoảng năm mươi người chết và một làn sóng bắt giữ, bỏ tù lên tới hơn 10.000 người. Sự quá cảnh giữa Tây và Đông Berlin là khá tự do ở thời điểm ấy, có nghĩa rằng những người biểu tình và những hành động trấn áp biểu tình của Liên Xô đã được nhiều nhà quan sát phương Tây ghi nhận.","Khi Vardanes II của Parthia nổi dậy chống lại cha mình Vologases I trong năm 55 SCN, Vologases đã phải rút lực lượng của mình từ Armenia về. Người La Mã đã nhanh chóng cố gắng lấp đầy khoảng trống chính trị để lại Trong cuộc chiến tranh La Mã-Parthia năm 58-63 SCN, tướng Gnaeus Domitius Corbulo đã đạt được một số thành công quân sự chống lại Parthia khi đưa Tigranes VI của Armenia lên làm vua chư hầu của La Mã. Tuy nhiên, người kế tục của Corbulo, Lucius Caesennius Paetus bị đánh cho đại bại bởi quân Parthia và chạy trốn khỏi Armenia. Sau một hiệp ước hòa bình, Tiridates I du hành tới Naples và Roma trong năm 63 SCN. Tại cả hai nơi hoàng đế La Mã Nero (khoảng 54-68 SCN) cộng nhận ngôi vua Armenia của ông bằng cách đặt vương miện hoàng gia lên trên đầu ông."
3153ab00-03b1-46c4-a354-c337d0ee8015,b2480ed9-530b-4495-bf4e-84228c545be7,"Các sử gia hiện nay đã và đang nhấn mạnh về bản tính đa văn hóa của biên cương Mỹ. Sự chú tâm rộng rãi và lớn lao của giới truyền thông tập trung vào ""Miền Tây hoang dã"" của nửa cuối thế kỷ 19. Như Hine và Faragher định nghĩa, ""lịch sử biên cương kể câu chuyện về sự thành lập và bảo vệ các cộng đồng, sử dụng đất đai, phát triển thị trường, và thành lập các tiểu bang"". Họ giải thích rằng ""Đây là một câu chuyện về sự thu phục thôn tính, nhưng cũng là một câu chuyện về sự sống còn, sự bền bỉ, cũng như sự hội nhập các dân tộc và nền văn hóa mà đã xuất hiện và tiếp tục cuộc sống tại Mỹ.""","Chiến dịch Biên giới bắt đầu ngày 16 tháng 9 năm 1950, diễn ra trong ba đợt. Đợt 1, ngày 16 tháng 9, Việt Minh tiến hành đánh công kiên quy mô tương đối lớn, có hiệp đồng giữa các binh chủng tấn công cứ điểm Đông Khê nhằm cô lập Cao Bằng, và đến ngày 18, cứ điểm Đông Khê hoàn toàn thất thủ dù quân Pháp đã huy động cả không quân yểm trợ. Sự kiện này làm mất một mắt xích quan trọng trong hệ thống phòng thủ đường số 4 của Pháp. Sang đợt hai, quân Pháp quyết định rút khỏi Cao Bằng, đồng thời thực hiện cuộc ""hành quân kép"", gửi tiếp viện từ Lạng Sơn qua Thất Khê nhằm tái chiếm Đông Khê. Việt Minh đã bố trí thế trận phục kích, bao vây sau đó lần lượt tiêu diệt cả hai cánh quân Pháp từ Thất Khê lên lẫn từ Cao Bằng rút về. Qua đợt ba, Việt Minh tiến hành truy kích quân Pháp rút chạy đồng thời liên tục quấy rối, không cho họ chuyển quân tiếp viện cho mặt trận Cao-Bắc-Lạng."
3177b256-6607-4709-baf4-24786bbfccbb,18c10642-489d-4877-8e43-e2ebe53deee3,"Chính phủ Cuba tuân theo các nguyên tắc xã hội chủ nghĩa trong tổ chức nền kinh tế kế hoạch hóa to lớn do nhà nước kiểm soát của họ. Đa số các phương tiện sản xuất thuộc sở hữu và sự điều hành của chính phủ và đa số lực lượng lao động làm việc cho các công ty nhà nước. Những năm gần đây, đã có xu hướng chuyển dịch lao động sang lĩnh vực tư nhân. Năm 2006, lĩnh vực công cộng sử dụng 78% lực lượng lao động và tư nhân sử dụng 22% so với tỷ lệ này năm 1981 là 91.8% và 8.2%. Đầu tư vốn bị hạn chế và buộc phải được sự đồng ý của chính phủ. Chính phủ Cuba áp đặt hầu hết các loại giá cả và khẩu phần lương thực cho các công dân. Hơn nữa, bất kỳ một công ty nào muốn thuê nhân công Cuba phải trả tiền cho chính phủ Cuba, và chính phủ sẽ trả tiền trực tiếp cho người đó bằng đồng peso Cuba.","Trách nhiệm chính của Kepler trong vai trò nhà toán học triều đình là cung cấp các phép bói chiêm tinh cho hoàng đế. Mặc dù Kepler lấy làm bi quan về những nỗ lực của các nhà chiêm tinh đương thời muốn tiên đoán chính các sự kiện cụ thể trong tương lai hoặc thuộc về thánh thần, chính ông cũng đã lấy nhiều lá số tử vi cho bạn bè, gia đình và những người bảo trợ ngay từ hồi còn học ở Tübingen và được đón nhận nồng hậu. Bên cạnh những lá số tử vi về các liên minh và các lãnh đạo nước ngoài, hoàng đế còn tìm lời chỉ dẫn từ Kepler về các vấn đề chính trị. Rudolf cũng tích cực quan tâm tới các công trình của các học giả ngụ tại triều đình của mình (nhiều trong số đó là các nhà giả kim thuật) và cũng để tâm tới nghiên cứu thiên văn học của Kepler."
3187b1b9-921a-468d-b7e3-561a9d9f99bf,b8fb4b7d-89a0-4e83-806e-aba144a58af3,"Trong thế kỷ XIX và đầu thế kỷ XX, chủ nghĩa dân tộc Ireland hiện đại dâng cao, chủ yếu là trong cộng đồng Công giáo La Mã. Daniel O'Connell là nhân vật chính trị ưu tú người Ireland sau khi liên hiệp với Anh. Ông đắc cử nghị viên thuộc đơn vị Ennis gây ra bất ngờ song ông không thể nhậm chức do là người Công giáo La Mã. O'Connell xung kích trong một chiến dịch nhận được ủng hộ của thủ tướng là Công tước Wellington, một người sinh tại Ireland. Đạo luật Cứu trợ Công giáo được Quốc vương George IV ký thành luật, dù phụ vương của ông là George III từng phản đối một dự luật như vật vào năm 1801 do lo ngại việc giải phóng cho Công giáo sẽ xung khắc với Đạo luật Định cư 1701.","Một sử gia tuyên bố rằng Washington ước mong những lợi ích vật chất từ việc làm chủ nô lệ và muốn cho gia đình vợ của ông có một tài sản kế thừa thịnh vượng. Trước Cách mạng Mỹ, Washington không bài tỏ vấn đề đạo đức gì về chủ nghĩa nô lệ nhưng vào năm 1786, Washington viết cho Robert Morris như sau ""Không ai mong muốn chân thành hơn tôi là thấy một kế hoạch được thông qua nhằm mục đích bãi bỏ chế độ nô lệ"". Năm 1778, ông viết thư cho người quản lý của ông ở đồn điền Mount Vernon rằng ông muốn ""bỏ hết người da đen"". Duy trì một dân số nô lệ lớn và ngày càng già tại Mount Vernon thì không có lợi ích kinh tế. Tuy nhiên Washington không thể bán những ""nô lệ thừa kế"" của vợ (dower slaves) một cách hợp pháp, và vì những nô lệ này đã liên-hôn với các nô lệ của chính ông nên ông cũng không thể bán nô lệ của mình với lý do nếu ông bán nô lệ của mình thì ông gián tiếp làm cho gia đình họ ly tán."
319af740-b526-468e-b85d-f14737776ef6,d87ff81b-d763-4e41-8157-9198d4cc9a2e,"Lực lượng Liên Hiệp Quốc (gồm chủ yếu là quân Mỹ) đẩy lui quân Bắc Triều Tiên ngược qua Vĩ tuyến 38. Mục tiêu cứu chính phủ Nam Triều Tiên của Mỹ đã đạt được nhưng vì bị quyến rũ bởi sự thành công và viễn cảnh thống nhất Triều Tiên dưới tay chính phủ Lý Thừa Vãn nên lực lượng Liên Hiệp Quốc tiến quân vào Bắc Triều Tiên. Sự kiện này đánh dấu khoảnh khắc quan trọng trong chính sách đối ngoại của Hoa Kỳ khi các nhà lãnh đạo của Hoa Kỳ quyết định đi xa hơn là chỉ đơn thuần ""ngăn chặn"" mối đe dọa thấy rõ của cộng sản. Các vấn đề khác gồm có tác dụng tâm lý về việc tiêu diệt được một quốc gia cộng sản chủ nghĩa và giải thoát các tù nhân chiến tranh.","Ngỗng nhà là loại gia cầm dễ nuôi, hay ăn, chóng lớn, ít mắc bệnh. Nuôi ngỗng có nhiều thuận lợi với đặc thù của ngỗng là có thể sử dụng rất hiệu quả thức ăn xanh. Con ngỗng được ví như một cỗ máy xén cỏ, khả năng vặt cỏ của ngỗng tốt hơn bò, ngỗng có thể vặt tận gốc cây cỏ, cả phần củ rễ, ngỗng ăn tạp các loại cỏ và không chê cỏ non, cỏ già, cỏ dại từ cỏ tranh đến lục bình ngỗng đều ăn được. Ngỗng chỉ ăn cỏ, ăn rau là chính, ít dùng lương thực. Nuôi trong 4-8 tháng ngỗng đã cho thu hoạch 4–7 kg. Có nhiều giống ngỗng như ngỗng trắng, ngỗng xám vằn, loại chân thấp, chân cao."
31a8b6e6-b193-4555-98b8-8c71b111d925,fed30220-b69a-46b5-a2eb-59925d69500f,"Vào cuối kỷ Devon (cách nay 360 triệu năm), biển, sông và hồ được lấp đầy các sinh vật trong khi đất liền chủ yếu là các thực vật thời kỳ đầu mà không đó động vật có xương sống, mặc dù một số nhóm như Ichthyostega, có thể thỉnh thoảng chúng cũng ra khỏi môi trường nước. Người ta cho rằng chúng có thể đã trườn bằng 2 chi trước, để kéo phần sau của chúng tương tự như cách mà voi biển làm. Vào đầu kỷ Cacbon (cách nay 360 đến 345 triệu năm), khí hậu trở nên ướt và nóng. Các đầm lầy mở rộng với sự phát triển của rêu, dương xỉ, horsetail và calamites. Các động vật chân khớp thở bằng không khí đã tiến hóa và xâm chiếm đất liền, trên đất liền chúng là nguồn cung cấp thức ăn cho các động vật lưỡng cư ăn thịt và bắt đầu cho sự thích nghi môi trường trên cạn. Không có động vật bốn chân nào khác trên đất liền và các động vật lưỡng cư nằm trên mắc xích cao nhất của chuỗi thức ăn, nằm ở vị trí sinh thái hiện tại của cá sấu. Mặc dù đã có các chi và khả năng hít thở không khí, hầu hết chúng vẫn có cơ thể thon dài và đuôi khỏe. Chúng là các loài săn mồi hàng đầu trên đất liền, đôi khi chiều dài chúng đạt đến vài mét, chúng săn các côn trùng lớn của thời kỳ này và một số loài cá trong nước. Chúng vẫn cần phải trở lại môi trường nước để đẻ trứng không vỏ, và thậm chí các loài lưỡng cư hiện đại nhất có giai đoạn ấu trùng hoàn toàn trong môi trường nước với mang giống như tổ tiên cá của chúng. Sự phát triển trứng có màng ối, là màng chống khô, cho phép bò sát sinh sản trên cạn và cho phép chúng thống trị hệ sinh thái trong giai đoạn sau đó.","Lượng của cải lớn bắt nguồn từ thu nhập dầu mỏ bắt đầu có tác động lớn hơn lên xã hội Ả Rập Xê Út. Nó dẫn đến hiện đại hóa kỹ thuật, đô thị hóa, giáo dục đại chúng và tạo ra các phương tiện truyền thông mới một cách nhanh chóng. Điều này cộng với việc lượng lớn công nhân ngoại quốc hiện diện ngày càng tăng đã gây ảnh hưởng lớn đến quy tắc và giá trị Ả Rập Xê Út truyền thống. Mặc dù có thay đổi lớn trong sinh hoạt xã hội và kinh tế trong nước, song quyền lực vẫn do hoàng gia nắm độc quyền dẫn đến bất mãn trong nhiều công dân và họ bắt đầu tìm cách tham gia rộng rãi hơn trong chính phủ."
31da1821-6f59-481a-9079-de18ac7bf9e0,7e3b77cf-f953-40ea-ae86-fe3f09e2c339,"Sau thời kỳ Reconquista của Bồ Đào Nha khi Vương quốc Bồ Đào Nha đấu tranh chống lại sự thống trị của Hồi giáo tại Iberia, vào thế kỷ 12 và 13, người Bồ bắt đầu mở rộng lãnh thổ ra hải ngoại. Chủ nghĩa thực dân châu Âu bắt đầu vào năm 1415, với việc Bồ Đào Nha chiếm được cảng Ceuta của người Hồi giáo tại Bắc Phi. Trong các thập niên tiếp theo Bồ Đào Nha đã phát triển các địa điểm thông thương, cảng biển và pháo đài dọc theo bờ biển châu Phi. Chủ nghĩa thực dân ngày càng mở rộng với các cuộc thám hiểm châu Mỹ, bờ biển châu Phi, Trung Đông, Ấn Độ và Đông Á của hai nước Tây Ban Nha và Bồ Đào Nha.","Vua Darius vội vã rút quân ra khỏi Issus khi nhận thấy địa hình gồ ghề khiến kị binh trở nên vô dụng và quân đội của ông ta bị chia tách, còn quân Hy Lạp giành được lợi thế. Nhưng trước khi Darius thoát được cái bẫy của chính mình thì Alexandros đã đến nơi. Alexandros tự mình chỉ huy cánh phải nghiền nát cánh trái của quân Ba Tư. Trong trận này quân Ba tư mất tới 11 vạn người. Còn Darius tháo chạy khỏi trận đánh trong hoảng loạn bỏ lại vợ là Stateira I, hai con gái, mẹ già, và phần lớn của cải cá nhân. Sisygambis, mẹ của hoàng hậu, không bao giờ tha thứ Darius đã bỏ rơi con gái bà. Bà chối bỏ Darius, và Alexandros đã cưới được một con gái của Darius III là Stateira II. Tiến xuống bờ biển Địa Trung Hải, ông lấy được Týros và Gaza sau những trận vây hãm nổi tiếng (xem Vây hãm Týros). Alexandros đi ngang qua gần đó nhưng có lẽ không ghé vào Jerusalem. Một ngày kia, Alexandros bị tụt lại sau đạo quân của mình vì người thầy cũ của chàng là Lysimachos không theo kịp. Đêm đến, Alexandros thấy mình đang ở trong một tình thế nguy hiểm. Khi đó chàng đã đi quá xa đoàn quân và không có lửa để chống lại cái lạnh. Chàng phát hiện có vài lửa trại của kẻ thù gần đó, chạy đến đống lửa gần nhất và giết chết 2 tên lính rồi mang lửa về cho các chiến binh của mình. Đó là tính cách điển hình của Alexandros: luôn cổ vũ những chiến binh bằng hành động và sẵn sàng đương đầu với hiểm nguy."
31dcccd3-b788-4863-92fb-49bf99c32234,acc572cf-d477-4830-9cd1-dc8f39874f1f,"Ủy ban 11 tháng 9 đã ra thông cáo vào ngày 22 tháng 7 năm 2004 tuyên bố rằng FBI và Cơ quan Tình báo Trung ương (CIA) đã không tham khảo thông tin tình báo về sự kiện có thể dẫn đến vụ khủng bố 11 tháng 9 năm 2001. Bản báo cáo cũng chỉ trích rất nhiều về Cục khi Cục đã không hoàn thành đúng nhiệm vụ được giao và yêu cầu phải có sự thay đổi bên trong FBI. Trong khi FBI đã tán thành với hầu hết các ý kiến đề nghị, bao gồm cả việc Giám đốc Tình báo Quốc gia sẽ giám sát Cục, thì một số thành viên của Ủy ban 11/9 vẫn công khai chỉ trích FBI vào tháng 10 năm 2005 khi Cục chỉ thay đổi cho có hình thức mà không có tính căng cơ.","Bồ Đào Nha có tài nguyên đáng kể về năng lượng gió và sông, hai nguồn tái tạo có hiệu quả kinh tế cao nhất. Kể từ khi bước sang thế kỷ XXI, diễn ra xu thế hướng đến phát triển một ngành tài nguyên tái tạo và giảm tiêu thụ và sử dụng các tài nguyên nhiên liệu hoá thạch. Vào năm 2006, nhà máy quang năng lớn nhất thế giới đương thời là nhà máy quang năng Moura bắt đầu hoạt động gần Moura thuộc miền nam, trong khi trang trại năng lượng sóng biển thương mại đầu tiên trên thế giới là trang trại sóng Aguçadoura được khánh thành tại vùng Norte vào năm 2008. Đến cuối năm 2006, 66% sản lượng điện năng quốc gia đến từ các nhà máy điện sử dụng than đá và chất đốt, 29% đến từ các đập thuỷ điện, và 6% đến từ năng lượng gió."
